,links
5082,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/kHlTAtHGdw', 'indices': [56, 79]}]"
5083,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659496', 'tcourl': 'https://t.co/c9CFYPsq2n', 'indices': [48, 71]}]"
5084,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/e9ozQLx5LS', 'indices': [67, 90]}]"
5085,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/m7QsTU5UR3', 'indices': [36, 59]}]"
5086,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2382320', 'url': 'https://www.imdb.com/title/tt2382320', 'tcourl': 'https://t.co/10GR6jQTbi', 'indices': [41, 64]}]"
5087,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt202889…', 'url': 'https://www.imdb.com/title/tt20288938', 'tcourl': 'https://t.co/uM0oeYasCo', 'indices': [136, 159]}]"
5088,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8270664', 'url': 'https://www.imdb.com/title/tt8270664', 'tcourl': 'https://t.co/Qimfo467h4', 'indices': [46, 69]}]"
5089,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0099685', 'url': 'https://www.imdb.com/title/tt0099685', 'tcourl': 'https://t.co/AfSaAAZkEn', 'indices': [38, 61]}]"
5090,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0113161', 'url': 'https://www.imdb.com/title/tt0113161', 'tcourl': 'https://t.co/IjuEN9K0xk', 'indices': [37, 60]}]"
5091,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7125860', 'url': 'https://www.imdb.com/title/tt7125860', 'tcourl': 'https://t.co/Q99hrLM4zx', 'indices': [156, 179]}]"
5092,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6710474', 'url': 'https://www.imdb.com/title/tt6710474', 'tcourl': 'https://t.co/F8BAjjHKph', 'indices': [60, 83]}]"
5093,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt196529…', 'url': 'https://www.imdb.com/title/tt19652910', 'tcourl': 'https://t.co/Zrk7N8uCFf', 'indices': [29, 52]}]"
5094,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0070290', 'url': 'https://www.imdb.com/title/tt0070290', 'tcourl': 'https://t.co/YGqXzPWhTz', 'indices': [42, 65]}]"
5095,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt145008…', 'url': 'https://www.imdb.com/title/tt14500888', 'tcourl': 'https://t.co/T0OittgK9p', 'indices': [59, 82]}]"
5096,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt264551…', 'url': 'https://www.imdb.com/title/tt26455132', 'tcourl': 'https://t.co/29Muf0vksk', 'indices': [48, 71]}]"
5097,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt007964…', 'url': 'https://www.imdb.com/title/tt0079641/', 'tcourl': 'https://t.co/FmYbCpdfxG', 'indices': [49, 72]}]"
5098,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0092005', 'url': 'https://www.imdb.com/title/tt0092005', 'tcourl': 'https://t.co/4lsujWODdv', 'indices': [38, 61]}]"
5099,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt139185…', 'url': 'https://www.imdb.com/title/tt13918550', 'tcourl': 'https://t.co/bu2QY6TgQ0', 'indices': [61, 84]}]"
5100,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt118132…', 'url': 'https://www.imdb.com/title/tt11813216', 'tcourl': 'https://t.co/ogYajFKLJZ', 'indices': [52, 75]}]"
5101,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/KgcAJcSw11', 'indices': [36, 59]}]"
5102,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0102070', 'url': 'https://www.imdb.com/title/tt0102070', 'tcourl': 'https://t.co/YwM8ipIv2l', 'indices': [58, 81]}]"
5103,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8001138', 'url': 'https://www.imdb.com/title/tt8001138', 'tcourl': 'https://t.co/JQiy15zAOm', 'indices': [40, 63]}]"
5104,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt264533…', 'url': 'https://www.imdb.com/title/tt26453369', 'tcourl': 'https://t.co/Oi5Rfl05yH', 'indices': [57, 80]}]"
5105,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt264469…', 'url': 'https://www.imdb.com/title/tt26446979', 'tcourl': 'https://t.co/pFYBK8sDrb', 'indices': [33, 56]}]"
5106,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1201607', 'url': 'https://www.imdb.com/title/tt1201607', 'tcourl': 'https://t.co/4z5fTsaoJo', 'indices': [104, 127]}]"
5107,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt253669…', 'url': 'https://www.imdb.com/title/tt25366998', 'tcourl': 'https://t.co/WF2QmpEBO5', 'indices': [61, 84]}]"
5108,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0963965', 'url': 'https://www.imdb.com/title/tt0963965', 'tcourl': 'https://t.co/Nu0Audd9nI', 'indices': [52, 75]}]"
5109,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt106713…', 'url': 'https://www.imdb.com/title/tt10671332', 'tcourl': 'https://t.co/NOyAztj8cq', 'indices': [41, 64]}]"
5110,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt212054…', 'url': 'https://www.imdb.com/title/tt21205440', 'tcourl': 'https://t.co/I09NycFF4y', 'indices': [46, 69]}]"
5111,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9853500', 'url': 'https://www.imdb.com/title/tt9853500', 'tcourl': 'https://t.co/bWdcrJ0JPU', 'indices': [34, 57]}]"
5112,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt118132…', 'url': 'https://www.imdb.com/title/tt11813216', 'tcourl': 'https://t.co/pgTJFRtFYE', 'indices': [52, 75]}]"
5113,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt115411…', 'url': 'https://www.imdb.com/title/tt11541166', 'tcourl': 'https://t.co/o7vhifiWxN', 'indices': [63, 86]}]"
5114,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144891…', 'url': 'https://www.imdb.com/title/tt14489130', 'tcourl': 'https://t.co/bRGfihRHQc', 'indices': [36, 59]}]"
5115,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt160616…', 'url': 'https://www.imdb.com/title/tt16061632', 'tcourl': 'https://t.co/5r7vluwQ1D', 'indices': [34, 57]}]"
5116,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0083973', 'url': 'https://www.imdb.com/title/tt0083973', 'tcourl': 'https://t.co/G84iaTFqil', 'indices': [105, 128]}]"
5117,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8111088', 'url': 'https://www.imdb.com/title/tt8111088', 'tcourl': 'https://t.co/4qZnxZ8W8L', 'indices': [45, 68]}]"
5118,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/9pCatwVo8f', 'indices': [56, 79]}]"
5119,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt197046…', 'url': 'https://www.imdb.com/title/tt19704638', 'tcourl': 'https://t.co/gdjhEWip52', 'indices': [37, 60]}]"
5120,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9770150', 'url': 'https://www.imdb.com/title/tt9770150', 'tcourl': 'https://t.co/gQLArJZvsZ', 'indices': [36, 59]}]"
5121,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/VHGwKgzFrB', 'indices': [37, 60]}]"
5122,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt238738…', 'url': 'https://www.imdb.com/title/tt23873886', 'tcourl': 'https://t.co/IjMjTw1Ho7', 'indices': [75, 98]}]"
5123,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3675166', 'url': 'https://www.imdb.com/title/tt3675166', 'tcourl': 'https://t.co/8Abaxui9re', 'indices': [51, 74]}]"
5124,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144447…', 'url': 'https://www.imdb.com/title/tt14444726', 'tcourl': 'https://t.co/ijNuP6fOlz', 'indices': [81, 104]}]"
5125,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/Kmf3nEkrN2', 'indices': [56, 79]}]"
5126,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659496', 'tcourl': 'https://t.co/fOE9n4k7wp', 'indices': [49, 72]}]"
5127,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9288822', 'url': 'https://www.imdb.com/title/tt9288822', 'tcourl': 'https://t.co/cxtoaKnGAE', 'indices': [37, 60]}]"
5128,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt225002…', 'url': 'https://www.imdb.com/title/tt22500204', 'tcourl': 'https://t.co/bibosIbiE5', 'indices': [117, 140]}]"
5129,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt110407…', 'url': 'https://www.imdb.com/title/tt11040762', 'tcourl': 'https://t.co/92gGFlsvx6', 'indices': [32, 55]}]"
5130,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0095330', 'url': 'https://www.imdb.com/title/tt0095330', 'tcourl': 'https://t.co/6IFYqozljq', 'indices': [57, 80]}]"
5131,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0187738', 'url': 'https://www.imdb.com/title/tt0187738', 'tcourl': 'https://t.co/PrUp1crVe7', 'indices': [35, 58]}]"
5132,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5884796', 'url': 'https://www.imdb.com/title/tt5884796', 'tcourl': 'https://t.co/NJGcuQY1iq', 'indices': [33, 56]}]"
5133,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/EOsxSWNu4G', 'indices': [56, 79]}]"
5134,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt267551…', 'url': 'https://www.imdb.com/title/tt26755132', 'tcourl': 'https://t.co/8vPiLYgU32', 'indices': [70, 93]}]"
5135,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt155167…', 'url': 'https://www.imdb.com/title/tt15516726', 'tcourl': 'https://t.co/KNoCZynU1y', 'indices': [59, 82]}]"
5136,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt267602…', 'url': 'https://www.imdb.com/title/tt26760222', 'tcourl': 'https://t.co/T75CAnl7Er', 'indices': [58, 81]}]"
5137,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt213629…', 'url': 'https://www.imdb.com/title/tt21362990', 'tcourl': 'https://t.co/r2p42g8TMv', 'indices': [66, 89]}]"
5138,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt101683…', 'url': 'https://www.imdb.com/title/tt10168312', 'tcourl': 'https://t.co/boBYZQ6Lem', 'indices': [41, 64]}]"
5139,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0386676', 'url': 'https://www.imdb.com/title/tt0386676', 'tcourl': 'https://t.co/aqKyKHswP8', 'indices': [95, 118]}]"
5140,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/xGiHXozSkV', 'indices': [55, 78]}]"
5141,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/5wgdMnTrpU', 'indices': [55, 78]}]"
5142,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659496', 'tcourl': 'https://t.co/xdc6gbuEtZ', 'indices': [47, 70]}]"
5143,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt207064…', 'url': 'https://www.imdb.com/title/tt2070649/', 'tcourl': 'https://t.co/NplUzajWkh', 'indices': [29, 52]}]"
5144,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt119613…', 'url': 'https://www.imdb.com/title/tt11961378', 'tcourl': 'https://t.co/uxzvU3S4ZP', 'indices': [34, 57]}]"
5145,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/0lybK1latD', 'indices': [77, 100]}]"
5146,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6516314', 'url': 'https://www.imdb.com/title/tt6516314', 'tcourl': 'https://t.co/lRaznn53BJ', 'indices': [54, 77]}]"
5147,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt161527…', 'url': 'https://www.imdb.com/title/tt16152716', 'tcourl': 'https://t.co/ILxK7OtG5S', 'indices': [58, 81]}]"
5148,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8129806', 'url': 'https://www.imdb.com/title/tt8129806', 'tcourl': 'https://t.co/6up8pFKeFv', 'indices': [36, 59]}]"
5149,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/7xgOhjyHuP', 'indices': [109, 132]}]"
5150,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/fM2eWx0WpU', 'indices': [56, 79]}]"
5151,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt142099…', 'url': 'https://www.imdb.com/title/tt14209916', 'tcourl': 'https://t.co/Y4tM6ckU1Z', 'indices': [129, 152]}]"
5152,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659496', 'tcourl': 'https://t.co/7Zb5yFFSrg', 'indices': [48, 71]}]"
5153,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0099371', 'url': 'https://www.imdb.com/title/tt0099371', 'tcourl': 'https://t.co/LGqhXmQISO', 'indices': [42, 65]}]"
5154,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt153151…', 'url': 'https://www.imdb.com/title/tt15315164', 'tcourl': 'https://t.co/p7t8m9mvr1', 'indices': [250, 273]}]"
5155,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt109546…', 'url': 'https://www.imdb.com/title/tt10954600', 'tcourl': 'https://t.co/G9GyrEZRY8', 'indices': [60, 83]}]"
5156,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2265171', 'url': 'https://www.imdb.com/title/tt2265171', 'tcourl': 'https://t.co/RRhxjK0sJO', 'indices': [37, 60]}]"
5157,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt224977…', 'url': 'https://www.imdb.com/title/tt22497768', 'tcourl': 'https://t.co/aiFOwyuy6S', 'indices': [37, 60]}]"
5158,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9253284', 'url': 'https://www.imdb.com/title/tt9253284', 'tcourl': 'https://t.co/BDqEkvBe8Q', 'indices': [138, 161]}]"
5159,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/hd4oeygQ77', 'indices': [75, 98]}]"
5160,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0099077', 'url': 'https://www.imdb.com/title/tt0099077', 'tcourl': 'https://t.co/atILafIGqc', 'indices': [40, 63]}]"
5161,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'm.imdb.com/title/tt157471…', 'url': 'https://m.imdb.com/title/tt15747172/?ref_=ext_shr_tw', 'tcourl': 'https://t.co/TLrebS98wP', 'indices': [119, 142]}]"
5162,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt267593…', 'url': 'https://www.imdb.com/title/tt26759371', 'tcourl': 'https://t.co/LjJ1dFqTGn', 'indices': [82, 105]}]"
5163,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3508788', 'url': 'https://www.imdb.com/title/tt3508788', 'tcourl': 'https://t.co/ip1DJMI1Tg', 'indices': [49, 72]}]"
5164,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0698648', 'url': 'https://www.imdb.com/title/tt0698648', 'tcourl': 'https://t.co/JBTirdeHcm', 'indices': [66, 89]}]"
5165,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144447…', 'url': 'https://www.imdb.com/title/tt14444726', 'tcourl': 'https://t.co/EIaUL08VhO', 'indices': [30, 53]}]"
5166,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7322224', 'url': 'https://www.imdb.com/title/tt7322224', 'tcourl': 'https://t.co/zmyBmdareZ', 'indices': [47, 70]}]"
5167,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3508792', 'url': 'https://www.imdb.com/title/tt3508792', 'tcourl': 'https://t.co/DXE5tsui4u', 'indices': [67, 90]}]"
5168,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7322224', 'url': 'https://www.imdb.com/title/tt7322224', 'tcourl': 'https://t.co/cqbuXNxRHB', 'indices': [98, 121]}]"
5169,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/gsa3vul1oC', 'indices': [55, 78]}]"
5170,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0027521', 'url': 'https://www.imdb.com/title/tt0027521', 'tcourl': 'https://t.co/tv0YBYstvK', 'indices': [41, 64]}]"
5171,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/Z5yAJwUPTK', 'indices': [105, 128]}]"
5172,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/ws9lyHDqtW', 'indices': [55, 78]}]"
5173,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/0pwLLyPJVw', 'indices': [88, 111]}]"
5174,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/kVdSFyrFSG', 'indices': [140, 163]}]"
5175,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt161527…', 'url': 'https://www.imdb.com/title/tt16152716', 'tcourl': 'https://t.co/kHUBZ9wcko', 'indices': [40, 63]}]"
5176,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt197885…', 'url': 'https://www.imdb.com/title/tt19788500', 'tcourl': 'https://t.co/K3MTEcuETa', 'indices': [37, 60]}]"
5177,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/Opyl8VCbHN', 'indices': [55, 78]}]"
5178,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747172', 'tcourl': 'https://t.co/KoyiEPeSTb', 'indices': [56, 79]}]"
5179,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt100984…', 'url': 'https://www.imdb.com/title/tt10098448', 'tcourl': 'https://t.co/ZgK9opV5IF', 'indices': [43, 66]}]"
5180,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt198453…', 'url': 'https://www.imdb.com/title/tt19845370', 'tcourl': 'https://t.co/9zmpPMiDC6', 'indices': [40, 63]}]"
5181,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt123746…', 'url': 'https://www.imdb.com/title/tt12374656', 'tcourl': 'https://t.co/hGXeE2qdaS', 'indices': [50, 73]}]"
5182,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3076658', 'url': 'https://www.imdb.com/title/tt3076658', 'tcourl': 'https://t.co/nyBwY3BKEF', 'indices': [248, 271]}]"
5183,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt112471…', 'url': 'https://www.imdb.com/title/tt11247158', 'tcourl': 'https://t.co/CUMtdoVADo', 'indices': [54, 77]}]"
5184,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt253911…', 'url': 'https://www.imdb.com/title/tt25391134', 'tcourl': 'https://t.co/YTIIFHa04m', 'indices': [86, 109]}]"
